date,station,pms_ls,pms_rtt,pms_topp,ago_ls,ago_rtt,ago_topp,pmscl_stock,pms_prod,agocl_stock,ago_prod,pms_var,ago_var
Wed.24.JULY,nmai,,,,,,,,,,,0,0
Wed.24.JULY,oyib,1286.91,,,1301.57,,,6890,,14460,,-3.09,11.57
Wed.24.JULY,danf,727.1,,,285.78,,,7070,,6180,,-2.9,5.78
Wed.24.JULY,TAIF,618.38,,,188.972,,,3630,,7780,,8.38,38.972
Wed.24.JULY,kata,486.97,,,388.67,,,11020,,9440,,6.97,8.67
Wed.24.JULY,botw,1343.51,,,746.33,,,13800,,5510,,103.51,46.33
Wed.24.JULY,asha,500.5,,,853.74,,,12740,,5380,,0.5,43.74
Wed.24.JULY,ayik,326.19,,,186.75,,,2030,,3250,,-3.81,26.75
Wed.24.JULY,odum,341.9,,,153.47,,,2610,,6280,,1.9,3.47
Wed.24.JULY,ashal1,,,,,,,,,,,0,0
Wed.24.JULY,ashal2,461.37,,,487.54,,,9400,,5630,,-18.63,27.54
Wed.24.JULY,nurse,130.03,,,87.89,,,4240,,2770,,30.03,-2.11
Wed.24.JULY,mayer,,,,,,,,,,,0,0
Wed.24.JULY,borts,784.63,,,258.13,,,8300,,7960,,4.63,8.13
Wed.24.JULY,ablek,103.03,,,183.61,,,3800,,2700,,3.03,13.61
Wed.24.JULY,danch,210.47,,,158.51,,,1100,,2660,,30.47,18.51
Wed.24.JULY,aman,751.68,,36,20.28,,,6480,4500,5840,,-24.32,0.28
Wed.24.JULY,bego,986.62,,,245.76,,,12420,,4350,,-23.38,15.76
Wed.24.JULY,teach,201.12,,,1425.2,,,8310,,14710,,-8.88,35.2
Wed.24.JULY,asiak,364.11,,,921.53,,,9480,,13680,,-15.89,11.53
Wed.24.JULY,adeis,,,,,,,,,,,0,0
Wed.24.JULY,kofo,94.56,,,489.89,,,2020,,6230,,134.56,9.89
Wed.24.JULY,ason,105.26,,,139.95,,,5210,,13400,,-4.74,-0.05
Wed.24.JULY,akiman,191.27,,,207.9,,,5150,,5460,,1.27,17.9
Wed.24.JULY,asonk,538.95,,,892.4,,,1220,,16350,,-1.05,2.4
Wed.24.JULY,ynkrum,,,,,,,,,,,0,0
Wed.24.JULY,essien,396.36,,,111.89,,,3100,,9090,,6.36,1.89
Wed.24.JULY,tred,,,,,,,,,,,0,0
Wed.24.JULY,paky,402.65,80,,403.241,80,,10420,,22530,,2.65,-6.759
Wed.24.JULY,obua,439.53,,,616.95,,,8040,,17500,,9.53,6.95
Wed.24.JULY,akapo,,,,,,,,,,,0,0
Wed.24.JULY,konko,401.13,20,,206.13,40,,790,,11940,,1.13,6.13
Wed.24.JULY,kodi,397.97,,72,327.91,,,9600,9000,13470,,75.97,7.91
Wed.24.JULY,hema,1205.84,60,,889.55,60,,11640,,17240,,5.84,-0.45
Wed.24.JULY,toas,4708.27,,84,3149.4,,,14130,10500,35200,,-5.73,79.4
Wed.24.JULY,otaf,134.54,,,175.79,,,7090,,5030,,4.54,5.79
Wed.24.JULY,aboab,172.75,,,120.66,,,9040,,5520,,12.75,10.66
Wed.24.JULY,asuos,381.26,,,519.13,,,5720,,6150,,21.26,29.13
Wed.24.JULY,akrop,848.55,,,1642.16,,,14310,,36020,,18.55,-7.84
Wed.24.JULY,tep,213.7,,,162.75,,,5060,,3500,,-6.3,12.75
Wed.24.JULY,anyi,656.67,,,33.14,,,7050,,7180,,6.67,-16.86
Wed.24.JULY,ahen,152.08,,,1169.39,,,2390,,28270,,22.08,-60.61
Wed.24.JULY,abof1,602.15,,,1271.19,,,11150,,19560,,2.15,11.19
Wed.24.JULY,nyin,569.55,,,1427.28,,,11400,,21840,,9.55,-32.72
Wed.24.JULY,adank,19.09,,,9.46,,,7780,,5990,,-10.91,-10.54
Wed.24.JULY,aboas,1479.86,30.36,72,1517.012,40.43,144,18510,9000,29800,18000,-52.5,-47.418
Wed.24.JULY,atagogo,239.06,,,210.06,,,5670,,5930,,9.06,0.06
Wed.24.JULY,wiam,1716.05,,,468.12,,,8650,,8880,,6.05,18.12
Wed.24.JULY,agon,2151.383,40.41,,461.49,40.4,,25470,,10150,,20.973,-18.91
Wed.24.JULY,droman,156.56,,,90.3,,,4260,,4670,,16.56,0.3
Wed.24.JULY,ejur,403.08,,72,349.57,,72,12560,9000,9570,9000,-78.92,-142.43
Wed.24.JULY,agon2,435.19,40.43,144,718.94,40.46,,26060,18000,6190,,0.76,8.48
Wed.24.JULY,kube,40.13,,,155.46,,72,3320,,12980,9000,10.13,-56.54
Wed.24.JULY,suny,342.93,,,162.26,,,12240,,4260,,2.93,2.26
Wed.24.JULY,yawh,327.94,,80,450.93,,72,12160,10000,10810,9000,-192.06,-211.07
Wed.24.JULY,mantuk,193.57,,,626.08,,72,6940,,9230,9000,3.57,-235.92
Wed.24.JULY,drob,164.88,,,177.14,,,9060,,7170,,-5.12,7.14
Wed.24.JULY,afrisi,668.67,,84,636.49,,,13100,10500,10070,,-205.33,16.49
Wed.24.JULY,ntrotr,1296.19,,,68.12,,,15310,,5140,,-3.81,8.12
Wed.24.JULY,chira,323.08,40.36,,1155.63,40.4,72,16080,,16680,9000,-7.28,-76.77
Wed.24.JULY,nsoatr,735.57,,168,1222.63,,144,24970,21000,28200,18000,-202.43,-131.37
Wed.24.JULY,tnkwae,161.56,0.63,,112.24,,,8560,,3090,,0.93,2.24
Wed.24.JULY,tforik,528.58,,,141.3,,,9360,,9220,,8.58,-8.7
Wed.24.JULY,wkoase,317.19,30.38,,618.27,40.51,,8500,,2750,,-3.19,7.76
Wed.24.JULY,mks1,544.48,,36,315.9,,,5320,4500,4700,,28.48,15.9
Wed.24.JULY,mks2,312.11,,,241.7,,,2900,,2940,,-17.89,1.7
Wed.24.JULY,mks3,439.21,11.89,,930.11,,72,4020,,15420,9000,-12.68,-21.89
Wed.24.JULY,mks4,,,,,,,,,,,0,0
Wed.24.JULY,salt1,512.02,,,43.27,,,2170,,12660,,-17.98,23.27
Wed.24.JULY,salt2,305.11,,,119.73,,,1600,,2300,,5.11,19.73
Wed.24.JULY,afosu,135.47,,36,207.46,,,7120,4500,2790,,39.47,37.46
Wed.24.JULY,asik,1941.89,,,167.52,,,8880,,9690,,1.89,7.52
Wed.24.JULY,ajuk,744.09,,,299.52,,,5610,,8180,,14.09,-0.48
Wed.24.JULY,jamr,1272.04,,,197.28,,,10000,,4370,,-17.96,17.28
Wed.24.JULY,kunt,257.95,,,145.25,,,3640,,2230,,-2.05,5.25
Wed.24.JULY,kas1,385.13,,,131.49,,,3560,,5080,,5.13,11.49
Wed.24.JULY,kas2,260.22,,,29.07,,,5130,,3050,,-9.78,-0.93
Wed.24.JULY,kas3,693.75,,,246.43,,,5490,,6390,,-16.25,16.43
Wed.24.JULY,fett,1626.34,,,3205.46,,,15170,,23600,,16.34,25.46
Wed.24.JULY,apajn,877.86,,,528.77,,,10220,,6220,,7.86,8.77
Wed.24.JULY,eshie,593.4,,72,110.87,,,10000,9000,4800,,-78.6,10.87
Wed.24.JULY,swed,365.57,10,,247.44,10,,7800,,8750,,-4.43,7.44
Wed.24.JULY,ccoast,1025.54,30,,408.35,30,,8650,,7380,,-4.46,-41.65
Wed.24.JULY,jukw,1380.02,30,,567.31,30,,10570,,9330,,-19.98,17.31
Wed.24.JULY,ankwant,108.71,,,95.72,,,2770,,6440,,8.71,5.72
Wed.24.JULY,elub,1477.73,,,1684.46,,216,35200,,36580,27000,77.73,118.46
Wed.24.JULY,tako,787.09,,,401.95,,,7530,,15770,9000,7.09,61.95
Wed.24.JULY,daboa,316.81,,,437.7,,,7990,,7060,,-83.19,17.7
Wed.24.JULY,esip,286.44,40.13,,76.91,40.15,,5380,,4710,,-13.69,-13.24
Wed.24.JULY,bawd,2445.07,,,1292.38,,,7150,,42670,,15.07,42.38
Wed.24.JULY,debi,1347.98,,,318.67,,,34480,,37600,,-12.02,18.67
Wed.24.JULY,anymame,994.24,,,367.11,,,24860,,14520,,4.24,-2.89
Thurs.25.JULY,odor,560.39,,,343.53,,,11660,,4560,,0.39,-6.47
Thurs.25.JULY,shuk1,227.11,,,34.68,,,2690,,4110,,-2.89,4.68
Thurs.25.JULY,shuk2,364.57,,,68.61,,18,5100,,3430,2250,14.57,10.61
Thurs.25.JULY,agbo,475.96,,,228.1,,,11950,,2070,,-24.04,18.1
Thurs.25.JULY,nmai,,,,,,,,,,,0,0
Thurs.25.JULY,oyib,1084.58,,144,1365.3,,,23860,18000,13040,,-89.42,-54.7
Thurs.25.JULY,danf,488.93,,,275.82,,,6580,,5920,,-1.07,15.82
Thurs.25.JULY,TAIF,684.48,,,567.168,,,2940,,7140,,-5.52,-72.832
Thurs.25.JULY,kata,327.67,,,327.31,,,10700,,9120,,7.67,7.31
Thurs.25.JULY,botw,1133.75,,,928.13,,,12600,,4610,,-66.25,28.13
Thurs.25.JULY,asha,486.14,,,2318.3,,,12300,,3110,,46.14,48.3
Thurs.25.JULY,ayik,310.38,,36,69.78,,,6140,4500,3180,,-115.62,-0.22
Thurs.25.JULY,odum,317.52,,,189.32,,,2290,,6100,,-2.48,9.32
Thurs.25.JULY,ashal1,,,,,,,,,,,0,0
Thurs.25.JULY,ashal2,906.54,,,318.77,,,8480,,5330,,-13.46,18.77
Thurs.25.JULY,nurse,169.48,,,87.88,,,4090,,2680,,19.48,-2.12
Thurs.25.JULY,mayer,,,,,,,,,,,0,0
Thurs.25.JULY,borts,1698.33,,,297.96,,,6580,,7670,,-21.67,7.96
Thurs.25.JULY,ablek,226.83,,,274.14,,,3580,,2450,,6.83,24.14
Thurs.25.JULY,danch,319.94,,36,154.47,,,5220,4500,2530,,-96.06,24.47
Thurs.25.JULY,aman,373.12,,,149.76,,,6100,,5700,,-6.88,9.76
Thurs.25.JULY,bego,865.7,,,431.12,,,11540,,3940,,-14.3,21.12
Thurs.25.JULY,teach,198.6,,,457.45,,,8100,,14300,,-11.4,47.45
Thurs.25.JULY,asiak,369.46,,,667.57,,,9100,,13030,,-10.54,17.57
Thurs.25.JULY,adeis,,,,,,,,,,,0,0
Thurs.25.JULY,kofo,131.85,20.16,,578.42,30.27,,1900,,5680,,-8.31,-1.85
Thurs.25.JULY,ason,61.91,20.04,,430.33,20.06,,5160,,12990,,-8.13,0.27
Thurs.25.JULY,akiman,218.03,,,115.94,,,4930,,5360,,-1.97,15.94
Thurs.25.JULY,asonk,257.46,,,1000,,,960,,15350,,-2.54,0
Thurs.25.JULY,ynkrum,,,,,,,,,,,0,0
Thurs.25.JULY,essien,342.01,,,392.43,,,2760,,8700,,2.01,2.43
Thurs.25.JULY,tred,,,,,,,,,,,0,0
Thurs.25.JULY,paky,526.41,,,237.503,,,9900,,22290,,6.41,-2.497
Thurs.25.JULY,obua,442.74,,,1014.29,,,7600,,16500,,2.74,14.29
Thurs.25.JULY,akapo,,,,,,,,,,,0,0
Thurs.25.JULY,konko,680.75,,,403.2,,,9060,9000,11570,,-49.25,33.2
Thurs.25.JULY,kodi,594.54,40.26,,229.9,40.42,,9090,,13240,,44.28,-40.52
Thurs.25.JULY,hema,1525.36,,,1284.97,,,19100,9000,15960,,-14.64,4.97
Thurs.25.JULY,toas,4847.91,,,3431.17,,,9350,,31870,,67.91,101.17
Thurs.25.JULY,otaf,86.02,,,169.03,,,7000,,4870,,-3.98,9.03
Thurs.25.JULY,aboab,199.96,,,68.62,,,8850,,5460,,9.96,8.62
Thurs.25.JULY,asuos,571.33,,,562.51,,,5150,,5600,,1.33,12.51
Thurs.25.JULY,akrop,865,,,1851.47,,,13440,,34160,,-5,-8.53
Thurs.25.JULY,tep,243.43,,,186.84,,,4800,,3330,,-16.57,16.84
Thurs.25.JULY,anyi,631.07,,,231.92,,,6430,,6950,,11.07,1.92
Thurs.25.JULY,ahen,157.1,,,1991.78,,,2260,,26200,,27.1,-78.22
Thurs.25.JULY,abof1,1035.12,,,1510.72,,,10100,,18090,,-14.88,40.72
Thurs.25.JULY,nyin,415.7,,,296.84,,,10950,,21540,,-34.3,-3.16
Thurs.25.JULY,adank,44.5,,,0,,,7730,,5990,,-5.5,0
Thurs.25.JULY,aboas,1117.13,,,904.975,,,17430,,28940,,37.13,44.975
Thurs.25.JULY,atagogo,275.45,,,249.39,,,5410,,5680,,15.45,-0.61
Thurs.25.JULY,wiam,1668.26,,,182.19,,,7000,,8700,,18.26,2.19
Thurs.25.JULY,agon,1885.245,,,664.8,,,23570,,9490,,-14.755,4.8
Thurs.25.JULY,droman,217.42,,,130.86,,,4040,,4510,,-2.58,-29.14
Thurs.25.JULY,ejur,416.48,,,654.28,,,12160,,8930,,16.48,14.28
Thurs.25.JULY,agon2,297.78,,,756.95,,,25750,,5450,,-12.22,16.95
Thurs.25.JULY,kube,59.72,,,215.78,,,3260,,12760,,-0.28,-4.22
Thurs.25.JULY,suny,344.46,20.25,,336.35,20.24,,11910,,3950,,-5.79,6.11
Thurs.25.JULY,yawh,211.81,,,308.95,,,11940,,10500,,-8.19,-1.05
Thurs.25.JULY,mantuk,383.98,,,275.18,,,6570,,8950,,13.98,-4.82
Thurs.25.JULY,drob,158.34,,,150.81,,,8890,,7030,,-11.66,10.81
Thurs.25.JULY,afrisi,835.76,20.2,,395.88,20.22,,12300,,9690,,15.56,-4.34
Thurs.25.JULY,ntrotr,2281.42,,,2061.6,,72,13030,,12010,9000,1.42,-140.4
Thurs.25.JULY,chira,259.24,,,651.1,,,15810,,16010,,-10.76,-18.9
Thurs.25.JULY,nsoatr,711.08,,,724.83,,,24250,,27490,,-8.92,14.83
Thurs.25.JULY,tnkwae,232,,,75.2,,,8320,,3020,,-8,5.2
Thurs.25.JULY,tforik,418.95,,,303.9,,,8950,,8930,,8.95,13.9
Thurs.25.JULY,wkoase,540.65,,,175.86,,,7980,,2550,,20.65,-24.14
Thurs.25.JULY,mks1,339.64,,,300.53,,,4990,,4400,,9.64,0.53
Thurs.25.JULY,mks2,372.21,42.18,,164.5,30.2,,11480,9000,2780,,-89.97,-25.7
Thurs.25.JULY,mks3,590.6,30.72,,834.2,30.53,,12420,9000,14620,,-40.12,3.67
Thurs.25.JULY,mks4,,,,,,,,,,,0,0
Thurs.25.JULY,salt1,508.8,,,515.27,,,10680,9000,12160,,18.8,15.27
Thurs.25.JULY,salt2,337.26,,,155.5,,,1240,,2120,,-22.74,-24.5
Thurs.25.JULY,afosu,158.38,,,381.69,23.98,36,6880,,6760,4500,-81.62,-208.29
Thurs.25.JULY,asik,1278.94,20,,424.21,10,,7610,,9270,,-11.06,-5.79
Thurs.25.JULY,ajuk,512.83,10,72,192.3,10,,14080,9000,7990,,-99.17,-7.7
Thurs.25.JULY,jamr,1271.05,10,,234.48,10,,8730,,4140,,-8.95,-5.52
Thurs.25.JULY,kunt,304.08,,,194.69,,,3330,,2050,,-5.92,14.69
Thurs.25.JULY,kas1,357.04,,,184.58,,,3180,,4900,,-22.96,4.58
Thurs.25.JULY,kas2,223.36,,,60.17,,,4900,,2990,,-6.64,0.17
Thurs.25.JULY,kas3,764.35,,,238.92,,,4760,,6150,,34.35,-1.08
Thurs.25.JULY,fett,1572.29,,72,3364.74,,,22710,9000,20250,,40.29,14.74
Thurs.25.JULY,apajn,885.36,,72,549.66,,,18350,9000,5680,,-56.64,9.66
Thurs.25.JULY,eshie,686.03,,,83.88,,,9320,,4710,,6.03,-6.12
Thurs.25.JULY,swed,385.48,,,107.33,,,7420,,8640,,5.48,-2.67
Thurs.25.JULY,ccoast,1143.43,,,368.05,,,7550,,7020,,43.43,8.05
Thurs.25.JULY,jukw,1141.62,,,670.01,,,9410,,8650,,-18.38,-9.99
Thurs.25.JULY,ankwant,101.62,,,112.56,,,2670,,6340,,1.62,12.56
Thurs.25.JULY,elub,4062.82,,,2689.07,,,31070,,33900,,-67.18,9.07
Thurs.25.JULY,tako,866.55,,,372.87,,,6690,,15400,,26.55,2.87
Thurs.25.JULY,daboa,393.9,,,1732.05,,,7610,,5340,,13.9,12.05
Thurs.25.JULY,esip,237.86,,,205.57,,,5130,,4500,,-12.14,-4.43
Thurs.25.JULY,bawd,804.77,,,1010.63,,,6340,,41660,,-5.23,0.63
Thurs.25.JULY,debi,1806.7,,,2173.24,,,32640,,35470,,-33.3,43.24
Thurs.25.JULY,anymame,1386.89,,,1715.25,,,23480,,12820,,6.89,15.25
Fri.26.JULY,odor,542.34,,,394.79,,,11120,,4170,,2.34,4.79
Fri.26.JULY,shuk1,323.69,,123.14,48.67,,,4740,2250,4060,,0.55,-1.33
Fri.26.JULY,shuk2,260.35,,,43.94,,,4850,,3380,,10.35,-6.06
Fri.26.JULY,agbo,514.6,24.87,,123.03,22.84,,11270,,1840,,-190.27,-129.81
Fri.26.JULY,nmai,,,,,,,,,,,0,0
Fri.26.JULY,oyib,1199.93,,,942.77,,,22690,,12110,,29.93,12.77
Fri.26.JULY,danf,681.08,,36,358.77,,,10420,4500,5560,,-14.92,-1.23
Fri.26.JULY,TAIF,644.21,,,343.052,,,2330,,6800,,34.21,3.052
Fri.26.JULY,kata,378.99,,,323.38,,,10300,,8800,,-21.01,3.38
Fri.26.JULY,botw,1128.08,,72,1112.96,,216,20520,9000,30920,27000,-23.92,206.96
Fri.26.JULY,asha,618.11,,,864.88,,,11720,,11270,9000,38.11,24.88
Fri.26.JULY,ayik,281.56,,,67.59,,,5820,,3090,,-38.44,-22.41
Fri.26.JULY,odum,304.33,,,223.98,,,1990,,5870,,4.33,-6.02
Fri.26.JULY,ashal1,,,,,,,,,,,0,0
Fri.26.JULY,ashal2,925.05,,,281.04,,,7590,,5070,,35.05,21.04
Fri.26.JULY,nurse,230.7,20.29,,174.1,40.32,,3860,,2540,,-19.59,-6.22
Fri.26.JULY,mayer,,,,,,,,,,,0,0
Fri.26.JULY,borts,871.88,,,168.46,,,5690,,7510,,-18.12,8.46
Fri.26.JULY,ablek,189.36,,,130.46,,,3400,,2320,,9.36,0.46
Fri.26.JULY,danch,312.02,20.14,,133.19,40.31,,4920,,2430,,-8.12,-7.12
Fri.26.JULY,aman,594.24,,,32.45,,,5520,,5660,,14.24,-7.55
Fri.26.JULY,bego,675.89,,,551.2,,,10840,,3420,,-24.11,31.2
Fri.26.JULY,teach,195.66,20.26,,1629.27,40.52,,7920,,12720,,-4.6,8.75
Fri.26.JULY,asiak,283.99,,,768.28,,,8810,,12280,,-6.01,18.28
Fri.26.JULY,adeis,,,,,,,,,,,0,0
Fri.26.JULY,kofo,151.34,,,275.2,,90,1730,,5530,,-18.66,35.2
Fri.26.JULY,ason,217.21,,,243.41,,,4930,,12750,,-12.79,3.41
Fri.26.JULY,akiman,154.24,,,85.18,,,4790,,5280,,14.24,5.18
Fri.26.JULY,asonk,322.14,,,1010.61,,,9560,9000,14340,,-77.86,0.61
Fri.26.JULY,ynkrum,,,,,,,,,,,0,0
Fri.26.JULY,essien,189.19,,,324.86,,,2580,,8380,,9.19,4.86
Fri.26.JULY,tred,,,,,,,,,,,0,0
Fri.26.JULY,paky,418.16,,,497.233,,,9480,,21790,,-1.84,-2.767
Fri.26.JULY,obua,453.99,,,1024.09,,,7170,,15480,,23.99,4.09
Fri.26.JULY,akapo,,,,,,,,,,,0,0
Fri.26.JULY,konko,170.21,,,710.6,,,8880,,10870,,-9.79,10.6
Fri.26.JULY,kodi,233.26,,,518.24,,,8880,,12730,,23.26,8.24
Fri.26.JULY,hema,1472.46,10.15,,1122.32,10.05,,17630,,14860,,-7.69,12.27
Fri.26.JULY,toas,4254.44,,,2158.03,,,5170,,29760,,74.44,48.03
Fri.26.JULY,otaf,170.72,,,70.31,,,6840,,4790,,10.72,-9.69
Fri.26.JULY,aboab,100.52,,,188.7,,,8760,,5280,,10.52,8.7
Fri.26.JULY,asuos,480,,,302.25,,,4690,,5310,,20,12.25
Fri.26.JULY,akrop,1049.79,40.24,,2707.55,80.48,,12400,,31570,,-30.45,37.07
Fri.26.JULY,tep,302.33,,,435.73,,,4490,,2900,,-7.67,5.73
Fri.26.JULY,anyi,492.06,,,794.13,,,5910,,6160,,-27.94,4.13
Fri.26.JULY,ahen,122.14,,,557.13,,,2150,,25600,,12.14,-42.87
Fri.26.JULY,abof1,1238.97,,,1818.63,,,8910,,16220,,48.97,-51.37
Fri.26.JULY,nyin,877.49,,,1461.6,,,10060,,20120,,-12.51,41.6
Fri.26.JULY,adank,64.94,40.5,,57.46,30.5,,7700,,5970,,-5.56,6.96
Fri.26.JULY,aboas,679.86,,,977.322,,,16740,,28000,,-10.14,37.322
Fri.26.JULY,atagogo,286.34,45.43,,292.05,61.35,,5150,,5440,,-19.09,-9.3
Fri.26.JULY,wiam,1971.26,,108,525.13,,,18530,13500,8180,,-106.74,5.13
Fri.26.JULY,agon,1972.323,,,476.805,,,21580,,9000,,-17.677,-13.195
Fri.26.JULY,droman,206.13,,,135.2,,,3840,,4380,,6.13,5.2
Fri.26.JULY,ejur,381.12,,,485.41,,,11800,,8440,,21.12,-4.59
Fri.26.JULY,agon2,601.57,,,1131.71,,,25100,,4370,,-48.43,51.71
Fri.26.JULY,kube,53.55,30.42,,265.08,40.62,,3220,,12510,,-16.87,-25.54
Fri.26.JULY,suny,366.34,,,245.4,,,11540,,3710,,-3.66,5.4
Fri.26.JULY,yawh,318.91,,,524.96,,,11630,,9980,,8.91,4.96
Fri.26.JULY,mantuk,252.38,,,214.67,,,6310,,8740,,-7.62,4.67
Fri.26.JULY,drob,164.46,,,611.88,,,8720,,6430,,-5.54,11.88
Fri.26.JULY,afrisi,712.67,,,334.46,,,11590,,9340,,2.67,-15.54
Fri.26.JULY,ntrotr,683.23,10.1,,240.89,20.2,,12350,,11810,,-6.87,20.69
Fri.26.JULY,chira,252.8,,,834,,,15560,,15180,,2.8,4
Fri.26.JULY,nsoatr,662.29,,,1423.21,,,23590,,26090,,2.29,23.21
Fri.26.JULY,tnkwae,251.8,,,50.71,,,8080,,2970,,11.8,0.71
Fri.26.JULY,tforik,498.46,,,165.65,,,8440,,8780,,-11.54,15.65
Fri.26.JULY,wkoase,420.22,,,399.25,,,7570,,2160,,10.22,9.25
Fri.26.JULY,mks1,255.53,,,220,,,4740,,4200,,5.53,20
Fri.26.JULY,mks2,269.62,,,245.54,,,11250,,2530,,39.62,-4.46
Fri.26.JULY,mks3,708.22,,,501.06,,,11720,,14110,,8.22,-8.94
Fri.26.JULY,mks4,,,,,,,,,,,0,0
Fri.26.JULY,salt1,239.67,,,430.25,,,10450,,11740,,9.67,10.25
Fri.26.JULY,salt2,263.89,,,69.98,,,9900,9000,2060,,-76.11,9.98
Fri.26.JULY,afosu,139.35,,,141.94,,,6720,,6600,,-20.65,-18.06
Fri.26.JULY,asik,1556.7,,144,338.51,,,24180,18000,8930,,-17.3,-1.49
Fri.26.JULY,ajuk,564.28,,,207.88,,,13500,,7800,,-15.72,17.88
Fri.26.JULY,jamr,1337.74,,144,266.74,,,25440,18000,3880,,-96.26,6.74
Fri.26.JULY,kunt,362.05,,,154.54,,,2980,,1900,,12.05,4.54
Fri.26.JULY,kas1,406.53,,,66.58,27.07,,2780,,4850,,6.53,-10.49
Fri.26.JULY,kas2,152.34,45.02,,109.18,20,,4760,,2900,,-32.68,-0.82
Fri.26.JULY,kas3,616.15,,,318.42,,,4180,,5800,,36.15,-31.58
Fri.26.JULY,fett,1676.38,,,3545.77,,,21000,,16720,,-33.62,15.77
Fri.26.JULY,apajn,915.46,10,,415.64,10,,17450,,5270,,5.46,-4.36
Fri.26.JULY,eshie,731.89,,,66.6,,,8600,,4640,,11.89,-3.4
Fri.26.JULY,swed,376.55,,,143.45,,,7040,,8490,,-3.45,-6.55
Fri.26.JULY,ccoast,1305.38,,72,581.58,,,15320,9000,6400,,3.38,-38.42
Fri.26.JULY,jukw,1218.16,,72,697.79,,,17300,9000,7990,,36.16,37.79
Fri.26.JULY,ankwant,162.23,,,108.98,,,11520,9000,6240,,12.23,8.98
Fri.26.JULY,elub,1208.98,,,2359.72,,,29860,,31530,,-1.02,-10.28
Fri.26.JULY,tako,812.94,,72,483.4,,,14940,9000,14940,,-9.06,23.4
Fri.26.JULY,daboa,276.82,,,1091.98,,,7280,,4340,,-53.18,91.98
Fri.26.JULY,esip,271.81,,,190.15,,,4850,,4320,,-8.19,10.15
Fri.26.JULY,bawd,655.81,,,499.59,,,5700,,41190,,15.81,29.59
Fri.26.JULY,debi,2278.54,27.44,,780.82,123.85,,30400,,34800,,11.1,-13.03
Fri.26.JULY,anymame,1058.17,,,1044.92,,,22430,,11780,,8.17,4.92
Sat.27.JULY,odor,535.85,,,297.83,,,10590,,3860,,5.85,-12.17
Sat.27.JULY,shuk1,225.82,,,39.89,,,4520,,4020,,5.82,-0.11
Sat.27.JULY,shuk2,227.51,,,33.13,,,4650,,3350,,27.51,3.13
Sat.27.JULY,agbo,361.23,,,132.5,,36,10890,,6200,4500,-18.77,-43.5
Sat.27.JULY,nmai,,,,,,,,,,,0,0
Sat.27.JULY,oyib,1612.86,,,749.49,,,21010,,29430,18000,-67.14,69.49
Sat.27.JULY,danf,489,,,212.26,,,9940,,5340,,9,-7.74
Sat.27.JULY,TAIF,848.61,,,223.12,,,14800,13500,6600,,-181.39,23.12
Sat.27.JULY,kata,461.5,,,285,,,9850,,8520,,11.5,5
Sat.27.JULY,botw,1346.8,,,860.01,,,19120,,30080,,-53.2,20.01
Sat.27.JULY,asha,671.64,,,395.87,,,11040,,10890,,-8.36,15.87
Sat.27.JULY,ayik,348.42,,,104.71,,,5520,,2970,,48.42,-15.29
Sat.27.JULY,odum,387.66,,18,129.25,,,3950,2250,5740,,79.66,-0.75
Sat.27.JULY,ashal1,,,,,,,,,,,0,0
Sat.27.JULY,ashal2,1102.26,,,231,,,6490,,4830,,2.26,-9
Sat.27.JULY,nurse,158.75,,,41.24,,,3700,,2500,,-1.25,1.24
Sat.27.JULY,mayer,,,,,,,,,,,0,0
Sat.27.JULY,borts,1478.62,,,118.64,,,4200,,7390,,-11.38,-1.36
Sat.27.JULY,ablek,293.68,,,41.96,,,3100,,2290,,-6.32,11.96
Sat.27.JULY,danch,259.94,,,164.28,,,4700,,2260,,39.94,-5.72
Sat.27.JULY,aman,602.56,,,76.93,,,4900,,5560,,-17.44,-23.07
Sat.27.JULY,bego,795.82,,,357.85,,,10060,,3080,,15.82,17.85
Sat.27.JULY,teach,237.02,,,781.51,,,7690,,11910,,7.02,-28.49
Sat.27.JULY,asiak,509.88,,,807.93,,,8290,,11490,,-10.12,17.93
Sat.27.JULY,adeis,,,,,,,,,,,0,0
Sat.27.JULY,kofo,119.83,,,342.63,,,1630,,5200,,19.83,12.63
Sat.27.JULY,ason,258.69,,,510.21,,,4670,,12240,,-1.31,0.21
Sat.27.JULY,akiman,241.38,,,153.19,,,4540,,5130,,-8.62,3.19
Sat.27.JULY,asonk,175.74,,,886.24,,,9380,,13450,,-4.26,-3.76
Sat.27.JULY,ynkrum,,,,,,,,,,,0,0
Sat.27.JULY,essien,227.54,,,364.88,,,12300,10000,8020,,-52.46,4.88
Sat.27.JULY,tred,,,,,,,,,,,0,0
Sat.27.JULY,paky,426.72,,,521.344,,,9050,,21260,,-3.28,-8.656
Sat.27.JULY,obua,599.26,,,765.23,,,6580,,14750,,9.26,35.23
Sat.27.JULY,akapo,,,,,,,,,,,0,0
Sat.27.JULY,konko,259.36,,,625.42,,,8600,,10270,,-20.64,25.42
Sat.27.JULY,kodi,160.16,,,444.11,,,8720,,12320,,0.16,34.11
Sat.27.JULY,hema,1786.62,,,684.7,,,15850,,14180,,6.62,4.7
Sat.27.JULY,toas,5535.56,,216,3381.62,,288,26680,27000,62280,36000,-170.44,-386.38
Sat.27.JULY,otaf,121.98,,,218.03,,,6720,,4580,,1.98,8.03
Sat.27.JULY,aboab,233.1,47.6,,84.4,46.52,,8560,,5230,,-14.5,-12.12
